,top_genres,num_tracks_in_album,num_listens_per_album,track_favorites,duration,interest,num_listens_per_song,chroma_cens,chroma_cqt,chroma_stft,mfcc,rmse,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,tonnetz,zcr
17391,Classical/Jazz/Blues/Folk,0,0,0,3,3,3,1,0,0,2,1,4,2,2,0,2,1
17392,Classical/Jazz/Blues/Folk,0,2,4,4,2,1,3,3,1,1,4,4,1,0,0,0,2
17393,Classical/Jazz/Blues/Folk,0,2,4,4,2,1,3,4,1,0,4,2,2,2,2,1,4
17394,Classical/Jazz/Blues/Folk,0,2,0,1,3,3,0,0,1,3,2,4,2,3,0,4,1
17395,Classical/Jazz/Blues/Folk,0,2,4,1,2,1,2,0,1,2,4,0,0,1,1,2,0
17396,Classical/Jazz/Blues/Folk,0,2,4,1,4,4,3,1,0,2,4,0,0,2,1,4,0
17397,Classical/Jazz/Blues/Folk,0,2,4,2,4,4,0,0,0,0,3,0,0,2,1,3,0
17398,Classical/Jazz/Blues/Folk,0,2,0,2,2,1,4,4,3,2,2,0,0,1,1,0,0
17399,Classical/Jazz/Blues/Folk,0,2,0,3,4,2,2,1,1,1,2,0,1,1,1,2,0
17400,Classical/Jazz/Blues/Folk,0,2,0,1,4,4,3,2,3,2,1,0,0,1,1,0,0
17401,Classical/Jazz/Blues/Folk,0,2,0,2,1,4,4,4,4,2,1,0,0,1,1,0,0
17402,Classical/Jazz/Blues/Folk,2,4,0,3,1,4,2,1,2,3,2,1,3,3,2,1,2
17403,Classical/Jazz/Blues/Folk,2,4,0,1,2,1,4,3,3,2,0,4,1,1,1,1,1
17404,Classical/Jazz/Blues/Folk,2,4,0,4,4,2,4,4,2,2,1,0,0,0,1,3,0
17405,Classical/Jazz/Blues/Folk,2,4,0,3,1,2,1,1,0,2,1,0,0,1,1,1,0
17406,Classical/Jazz/Blues/Folk,2,4,0,1,4,2,4,4,2,3,2,0,0,1,1,3,0
17407,Classical/Jazz/Blues/Folk,2,4,0,1,4,2,0,0,0,2,2,0,0,1,1,1,0
17408,Classical/Jazz/Blues/Folk,2,4,0,3,4,2,3,2,0,2,0,0,0,0,1,0,1
17409,Classical/Jazz/Blues/Folk,2,4,0,1,4,2,2,2,0,3,1,4,2,1,1,1,0
17410,Classical/Jazz/Blues/Folk,2,4,0,1,2,1,4,3,3,2,2,0,0,1,1,0,0
17411,Classical/Jazz/Blues/Folk,2,4,0,3,4,2,4,3,1,2,2,4,1,2,0,2,1
17412,Classical/Jazz/Blues/Folk,2,4,0,2,1,1,2,1,2,2,1,4,3,1,0,1,0
17413,Classical/Jazz/Blues/Folk,2,4,0,0,1,4,4,4,4,2,2,1,1,2,0,0,3
17414,Classical/Jazz/Blues/Folk,0,2,0,2,1,1,4,4,3,2,2,4,1,2,0,1,1
17415,Classical/Jazz/Blues/Folk,0,2,0,1,4,2,0,0,1,2,1,1,1,2,2,0,2
17416,Classical/Jazz/Blues/Folk,0,2,0,1,4,2,0,0,0,2,2,0,0,1,1,1,0
17417,Classical/Jazz/Blues/Folk,0,2,0,3,1,4,3,2,3,2,1,0,0,1,1,0,0
17418,Classical/Jazz/Blues/Folk,0,2,0,3,1,4,1,0,1,2,1,0,0,1,1,1,0
17419,Classical/Jazz/Blues/Folk,1,2,1,0,1,4,4,4,4,0,4,2,2,3,3,3,4
17420,Classical/Jazz/Blues/Folk,1,2,1,2,4,2,2,2,4,0,3,4,2,3,0,3,2
17421,Classical/Jazz/Blues/Folk,1,2,1,2,4,2,4,4,4,1,2,3,4,4,4,2,4
17422,Classical/Jazz/Blues/Folk,1,2,1,1,0,0,2,3,3,1,3,3,4,4,4,0,4
17423,Classical/Jazz/Blues/Folk,1,2,1,1,0,0,4,4,4,2,2,3,4,4,4,1,4
17424,Classical/Jazz/Blues/Folk,1,2,1,1,0,0,4,4,4,3,3,3,4,4,4,1,4
17425,Classical/Jazz/Blues/Folk,1,2,1,1,0,2,3,3,1,3,1,3,4,3,4,4,4
17426,Classical/Jazz/Blues/Folk,1,2,1,2,0,2,4,4,4,0,3,4,1,2,1,1,1
17427,Classical/Jazz/Blues/Folk,1,2,1,1,4,4,4,4,4,1,2,1,3,3,2,1,2
17428,Classical/Jazz/Blues/Folk,1,2,1,2,4,2,4,4,4,2,4,0,1,2,1,1,0
17429,Classical/Jazz/Blues/Folk,1,2,1,1,4,2,2,1,0,2,1,2,4,3,3,1,2
17430,Classical/Jazz/Blues/Folk,1,2,1,0,4,4,4,3,0,1,1,0,0,0,1,2,1
17431,Classical/Jazz/Blues/Folk,0,0,1,1,4,2,3,3,1,3,4,2,4,0,2,2,2
17432,Classical/Jazz/Blues/Folk,0,0,1,3,3,4,4,4,2,2,4,1,3,0,2,2,2
17433,Classical/Jazz/Blues/Folk,1,4,0,0,1,4,3,1,0,2,0,1,1,1,2,3,1
17434,Classical/Jazz/Blues/Folk,1,4,0,0,1,4,2,1,0,2,1,1,1,2,2,0,2
17435,Classical/Jazz/Blues/Folk,1,4,0,1,4,4,0,0,0,2,0,4,1,1,0,3,1
17436,Classical/Jazz/Blues/Folk,1,4,0,1,1,4,0,0,0,4,0,4,1,1,0,3,1
17437,Classical/Jazz/Blues/Folk,1,4,0,0,1,4,2,1,0,1,1,1,1,1,2,2,2
17438,Classical/Jazz/Blues/Folk,1,4,0,1,2,1,0,0,0,2,2,4,1,2,0,3,2
17439,Classical/Jazz/Blues/Folk,3,4,2,1,2,1,0,0,0,2,2,0,0,0,1,2,2
17440,Classical/Jazz/Blues/Folk,3,4,2,4,1,1,4,4,2,4,4,0,0,1,1,0,1
17441,Classical/Jazz/Blues/Folk,3,4,2,4,1,1,1,1,1,0,3,0,0,0,1,1,1
17442,Classical/Jazz/Blues/Folk,3,4,2,2,1,4,0,0,0,1,3,0,0,0,1,3,1
17443,Classical/Jazz/Blues/Folk,3,4,2,3,4,4,4,4,1,2,0,0,0,0,1,4,1
17444,Classical/Jazz/Blues/Folk,3,4,2,4,1,1,4,3,2,0,2,0,0,1,1,1,1
17445,Classical/Jazz/Blues/Folk,3,4,2,4,1,4,1,2,1,3,4,0,0,0,1,4,0
17446,Classical/Jazz/Blues/Folk,3,4,2,1,1,4,4,4,2,1,4,0,0,1,1,2,0
17447,Classical/Jazz/Blues/Folk,3,4,2,4,4,4,4,4,0,4,3,0,0,0,1,1,1
17448,Classical/Jazz/Blues/Folk,3,4,2,1,4,4,1,1,0,3,3,4,1,0,0,2,1
17449,Classical/Jazz/Blues/Folk,3,1,2,4,1,4,4,4,3,0,4,0,0,0,1,0,0
17450,Classical/Jazz/Blues/Folk,3,1,2,4,3,3,1,1,1,3,4,0,0,0,1,2,0
17451,Classical/Jazz/Blues/Folk,3,1,2,4,1,4,1,1,0,0,3,0,0,0,1,2,0
17452,Classical/Jazz/Blues/Folk,3,1,2,0,1,4,3,2,0,2,1,0,0,0,1,1,2
17453,Classical/Jazz/Blues/Folk,3,1,2,4,1,4,4,3,0,0,4,0,0,0,1,3,0
17454,Classical/Jazz/Blues/Folk,3,1,2,0,1,1,2,1,0,2,2,0,0,0,1,1,0
17455,Classical/Jazz/Blues/Folk,3,1,2,3,2,1,3,3,0,3,3,0,0,0,1,1,1
17456,Classical/Jazz/Blues/Folk,3,1,2,4,2,1,1,1,0,3,4,0,0,0,1,3,1
17457,Classical/Jazz/Blues/Folk,3,1,2,0,2,1,1,0,0,2,0,4,0,0,1,1,1
17458,Classical/Jazz/Blues/Folk,1,4,1,1,1,1,4,3,0,4,3,1,2,4,2,1,2
17459,Classical/Jazz/Blues/Folk,1,4,1,1,0,0,4,3,0,3,2,1,2,4,2,3,2
17460,Classical/Jazz/Blues/Folk,1,4,1,1,0,0,3,2,0,1,1,4,1,3,0,0,1
17461,Classical/Jazz/Blues/Folk,1,4,1,3,0,0,3,2,2,2,1,4,1,3,0,3,0
17462,Classical/Jazz/Blues/Folk,1,4,1,3,0,0,4,4,1,2,2,4,2,3,0,4,0
17463,Classical/Jazz/Blues/Folk,1,4,1,3,4,2,4,3,2,3,2,4,2,4,0,4,1
17464,Classical/Jazz/Blues/Folk,0,0,0,4,1,4,3,4,1,3,2,1,2,3,2,3,2
17465,Classical/Jazz/Blues/Folk,0,0,0,3,0,0,4,4,1,3,2,1,2,3,2,3,2
17466,Classical/Jazz/Blues/Folk,0,0,0,3,0,0,2,3,0,1,1,1,2,3,3,0,3
17467,Classical/Jazz/Blues/Folk,0,0,0,4,0,2,4,4,2,3,2,1,3,4,3,1,3
17468,Classical/Jazz/Blues/Folk,1,4,0,4,4,4,2,3,1,3,4,4,1,4,0,0,1
17469,Classical/Jazz/Blues/Folk,2,3,3,4,2,1,1,1,2,0,3,1,3,4,2,0,1
17470,Classical/Jazz/Blues/Folk,2,3,3,4,2,1,1,1,1,0,3,2,4,4,3,3,3
17471,Classical/Jazz/Blues/Folk,2,3,3,3,1,4,2,3,3,0,4,2,3,4,3,3,3
17472,Classical/Jazz/Blues/Folk,2,3,3,4,1,4,0,0,0,0,3,1,2,3,2,0,2
17473,Classical/Jazz/Blues/Folk,2,3,3,4,2,1,0,0,3,1,3,1,2,4,2,4,1
17474,Classical/Jazz/Blues/Folk,2,3,3,4,1,1,3,3,2,0,3,1,3,4,3,4,2
17475,Classical/Jazz/Blues/Folk,2,3,3,4,2,1,1,1,2,0,3,2,4,4,4,2,3
17476,Classical/Jazz/Blues/Folk,2,3,3,3,2,1,2,2,3,3,3,1,3,4,2,2,1
17477,Classical/Jazz/Blues/Folk,2,3,3,4,2,1,1,2,2,1,4,4,1,3,0,3,1
17478,Classical/Jazz/Blues/Folk,2,3,3,3,3,3,3,3,2,1,3,2,3,4,3,0,2
17479,Classical/Jazz/Blues/Folk,2,3,3,2,2,1,0,0,1,1,3,2,3,4,3,2,3
17480,Classical/Jazz/Blues/Folk,2,3,3,4,2,1,0,0,3,0,3,2,4,4,3,1,2
17481,Classical/Jazz/Blues/Folk,2,3,3,3,2,1,1,1,2,1,4,1,3,4,3,1,2
17482,Classical/Jazz/Blues/Folk,2,3,3,3,2,1,0,1,2,0,3,1,3,4,2,0,2
17483,Classical/Jazz/Blues/Folk,2,3,3,3,2,1,1,1,1,4,3,1,3,4,3,1,2
17484,Classical/Jazz/Blues/Folk,2,3,3,3,2,1,2,2,3,4,3,1,3,4,2,1,2
17485,Classical/Jazz/Blues/Folk,2,3,3,4,3,3,0,0,1,0,3,0,0,2,1,0,0
17486,Classical/Jazz/Blues/Folk,2,3,3,2,3,3,0,0,0,4,3,2,3,4,3,2,3
17487,Classical/Jazz/Blues/Folk,2,3,3,2,3,3,0,0,1,3,3,1,2,3,2,1,1
17488,Classical/Jazz/Blues/Folk,0,1,1,3,2,1,4,4,4,3,4,1,1,4,2,1,3
17489,Classical/Jazz/Blues/Folk,0,1,1,0,2,3,0,1,0,1,4,4,1,4,0,1,2
17490,Classical/Jazz/Blues/Folk,0,1,1,4,2,1,0,0,0,1,4,4,1,4,0,1,2
17491,Classical/Jazz/Blues/Folk,0,1,1,1,2,3,1,1,0,1,4,4,1,4,0,2,2
17492,Classical/Jazz/Blues/Folk,0,1,1,1,3,3,0,0,0,1,4,4,1,4,2,2,2
17493,Classical/Jazz/Blues/Folk,0,4,1,3,2,1,1,0,0,0,3,0,0,3,1,0,1
17494,Classical/Jazz/Blues/Folk,0,4,1,3,2,1,3,3,2,0,4,0,0,3,1,1,1
17495,Classical/Jazz/Blues/Folk,0,4,1,4,2,1,2,1,0,0,3,0,0,3,1,2,1
17496,Classical/Jazz/Blues/Folk,0,4,1,2,3,3,0,0,0,0,3,0,0,2,1,3,1
17497,Classical/Jazz/Blues/Folk,0,4,4,3,2,1,4,3,2,2,1,0,1,1,1,2,0
17498,Classical/Jazz/Blues/Folk,0,4,4,2,1,1,4,4,4,3,1,4,2,1,1,0,0
17499,Classical/Jazz/Blues/Folk,0,4,4,4,2,1,2,1,4,0,1,0,2,1,0,4,0
17500,Classical/Jazz/Blues/Folk,0,4,4,1,1,1,3,3,1,1,0,1,2,1,2,2,2
17501,Classical/Jazz/Blues/Folk,0,4,4,0,2,1,2,2,4,0,1,0,0,0,1,3,0
17502,Classical/Jazz/Blues/Folk,0,1,2,4,3,1,0,1,0,4,0,1,1,0,2,0,4
17503,Classical/Jazz/Blues/Folk,0,1,2,3,2,3,0,1,0,4,0,1,1,1,2,1,4
17504,Classical/Jazz/Blues/Folk,0,0,1,1,1,4,3,3,0,0,2,0,0,1,1,4,0
17505,Classical/Jazz/Blues/Folk,0,0,1,1,0,0,4,4,3,1,2,0,0,1,1,4,1
17506,Classical/Jazz/Blues/Folk,0,0,1,0,0,0,3,2,2,3,3,4,1,2,0,2,0
17507,Classical/Jazz/Blues/Folk,0,2,1,0,1,4,1,1,2,2,1,3,4,0,4,2,2
17508,Classical/Jazz/Blues/Folk,0,2,1,0,4,4,3,2,3,2,2,4,1,3,0,2,1
17509,Classical/Jazz/Blues/Folk,0,2,1,0,3,2,3,2,2,2,2,0,1,1,1,1,0
17510,Classical/Jazz/Blues/Folk,0,2,1,2,4,2,4,4,2,2,2,2,3,2,3,4,3
17511,Classical/Jazz/Blues/Folk,0,2,1,0,4,4,3,2,3,3,1,4,2,1,0,0,0
17512,Classical/Jazz/Blues/Folk,0,2,1,0,1,4,4,3,3,2,1,1,2,1,2,0,2
17513,Classical/Jazz/Blues/Folk,0,0,0,3,1,4,2,1,1,2,0,0,0,0,1,1,0
17514,Classical/Jazz/Blues/Folk,0,0,0,3,1,4,1,0,0,2,0,0,0,0,1,0,0
17515,Classical/Jazz/Blues/Folk,0,0,0,2,0,0,2,1,1,2,0,0,0,1,1,3,0
17516,Classical/Jazz/Blues/Folk,0,0,0,2,0,2,3,1,0,2,0,4,1,1,1,2,1
17517,Classical/Jazz/Blues/Folk,1,3,3,2,3,3,1,1,2,1,2,2,4,3,3,1,2
17518,Classical/Jazz/Blues/Folk,1,3,3,4,2,1,3,3,2,1,1,4,1,2,0,1,1
17519,Classical/Jazz/Blues/Folk,1,3,3,4,2,1,1,2,3,1,2,4,1,1,0,4,1
17520,Classical/Jazz/Blues/Folk,1,3,3,2,2,3,2,2,1,2,3,1,2,3,2,1,2
17521,Classical/Jazz/Blues/Folk,1,3,3,2,2,3,1,1,0,2,1,0,0,1,1,0,0
17522,Classical/Jazz/Blues/Folk,1,3,3,3,3,3,3,2,1,2,1,4,1,2,1,0,2
17523,Classical/Jazz/Blues/Folk,1,3,3,4,3,3,1,1,2,1,2,4,1,3,0,2,1
17524,Classical/Jazz/Blues/Folk,1,3,3,3,3,3,1,1,2,3,2,4,2,2,1,4,1
17525,Classical/Jazz/Blues/Folk,1,3,3,1,3,3,2,1,1,3,2,0,0,1,1,1,0
17526,Classical/Jazz/Blues/Folk,1,3,3,2,3,3,4,4,3,3,2,0,0,1,1,1,0
17527,Classical/Jazz/Blues/Folk,1,3,3,4,3,3,4,4,2,0,1,0,0,1,1,1,0
17528,Classical/Jazz/Blues/Folk,1,3,3,2,3,3,4,4,2,3,3,2,4,4,3,1,3
17529,Classical/Jazz/Blues/Folk,0,1,2,1,3,3,4,1,1,2,0,0,0,0,1,1,0
17530,Classical/Jazz/Blues/Folk,0,1,2,1,3,3,1,0,0,1,0,0,0,0,1,1,0
17531,Classical/Jazz/Blues/Folk,0,1,2,1,3,3,0,0,0,2,0,0,0,0,1,1,0
17532,Classical/Jazz/Blues/Folk,0,1,2,0,3,3,0,0,0,3,0,0,0,0,1,1,0
17533,Classical/Jazz/Blues/Folk,0,1,2,0,3,3,0,0,0,2,0,0,0,0,1,0,0
17534,Classical/Jazz/Blues/Folk,0,0,3,0,2,1,1,1,0,2,0,0,0,0,1,1,1
17535,Classical/Jazz/Blues/Folk,0,0,3,2,1,4,0,0,0,1,1,0,0,1,1,1,1
17536,Classical/Jazz/Blues/Folk,0,0,3,0,1,4,4,3,3,2,0,1,2,1,2,0,2
17537,Classical/Jazz/Blues/Folk,0,0,3,0,1,1,4,4,3,2,0,1,2,0,2,1,2
17538,Classical/Jazz/Blues/Folk,0,0,3,2,2,1,2,1,1,2,0,0,0,1,1,2,0
17539,Classical/Jazz/Blues/Folk,0,0,3,0,3,3,4,4,1,2,0,4,2,0,2,1,1
17540,Classical/Jazz/Blues/Folk,0,0,3,1,2,1,1,0,0,2,0,4,0,1,0,1,1
17541,Classical/Jazz/Blues/Folk,0,0,3,0,2,1,4,4,3,2,0,4,2,0,0,1,1
17542,Classical/Jazz/Blues/Folk,3,4,3,0,1,4,1,1,0,2,0,0,0,0,1,1,1
17543,Classical/Jazz/Blues/Folk,3,4,3,2,0,2,0,0,0,1,1,0,0,1,1,1,1
17544,Classical/Jazz/Blues/Folk,3,4,3,0,4,2,4,3,3,2,0,1,2,1,2,0,2
17545,Classical/Jazz/Blues/Folk,3,4,3,0,4,2,1,0,0,2,0,0,0,0,1,1,0
17546,Classical/Jazz/Blues/Folk,3,4,3,0,4,2,4,4,3,2,0,1,2,0,2,1,2
17547,Classical/Jazz/Blues/Folk,3,4,3,2,1,4,2,1,1,2,0,0,0,1,1,2,0
17548,Classical/Jazz/Blues/Folk,3,4,3,0,2,1,4,4,1,2,0,4,2,0,2,1,1
17549,Classical/Jazz/Blues/Folk,3,4,3,1,1,4,1,0,0,2,0,4,0,1,0,1,1
17550,Classical/Jazz/Blues/Folk,3,4,3,0,1,4,4,4,3,2,0,4,2,0,0,1,1
17551,Classical/Jazz/Blues/Folk,0,2,0,3,4,2,2,0,3,3,3,0,0,1,0,0,0
17552,Classical/Jazz/Blues/Folk,0,2,1,3,4,2,1,1,1,1,2,0,0,1,1,3,1
17553,Classical/Jazz/Blues/Folk,0,2,1,4,1,4,1,0,1,2,2,0,1,2,0,3,1
17554,Classical/Jazz/Blues/Folk,0,2,1,3,1,4,3,3,3,1,1,2,4,4,4,3,3
17555,Classical/Jazz/Blues/Folk,0,2,0,4,4,4,2,1,2,1,2,4,1,2,0,1,1
17556,Classical/Jazz/Blues/Folk,0,2,3,3,2,1,3,2,1,2,1,4,1,2,0,0,0
17557,Classical/Jazz/Blues/Folk,0,2,3,3,4,4,3,2,1,2,1,0,1,2,1,4,0
17558,Classical/Jazz/Blues/Folk,0,2,3,2,4,4,3,3,1,2,0,0,1,2,1,0,0
17559,Classical/Jazz/Blues/Folk,0,2,3,4,4,4,1,1,0,2,1,4,2,2,0,0,0
17560,Classical/Jazz/Blues/Folk,0,2,3,4,1,1,1,0,0,2,0,4,1,2,1,1,1
17561,Classical/Jazz/Blues/Folk,0,0,0,3,2,1,4,3,2,2,1,0,0,1,1,3,0
17562,Classical/Jazz/Blues/Folk,0,0,0,2,4,2,0,0,1,3,1,0,0,1,1,4,0
17563,Classical/Jazz/Blues/Folk,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,1,0
17564,Classical/Jazz/Blues/Folk,0,0,3,3,1,4,2,1,0,3,3,2,4,3,3,2,3
17565,Classical/Jazz/Blues/Folk,0,0,3,4,1,4,2,1,1,3,3,2,4,3,3,0,3
17566,Classical/Jazz/Blues/Folk,0,0,3,4,4,4,4,3,3,2,2,2,3,3,3,1,3
17567,Classical/Jazz/Blues/Folk,0,0,3,4,1,1,2,1,0,2,1,4,2,1,0,1,1
17568,Classical/Jazz/Blues/Folk,0,0,3,4,1,1,2,2,2,1,3,2,3,3,3,0,3
17569,Classical/Jazz/Blues/Folk,0,0,3,4,1,4,3,2,1,2,1,4,2,1,0,1,1
17570,Classical/Jazz/Blues/Folk,0,0,3,3,1,1,3,3,2,2,3,1,3,2,2,1,3
17571,Classical/Jazz/Blues/Folk,0,0,3,4,2,1,3,3,1,2,2,4,2,2,0,1,1
17572,Classical/Jazz/Blues/Folk,0,0,3,4,2,3,4,3,2,3,3,0,0,0,1,1,0
17573,Classical/Jazz/Blues/Folk,0,2,0,1,4,4,0,0,0,3,2,0,1,1,1,1,0
17574,Classical/Jazz/Blues/Folk,0,2,0,3,4,4,1,0,1,3,2,4,2,2,0,0,0
17575,Classical/Jazz/Blues/Folk,0,2,0,0,4,4,2,1,1,2,2,4,2,2,0,1,1
17576,Classical/Jazz/Blues/Folk,0,2,0,3,4,2,1,1,3,2,2,4,2,2,2,3,1
17577,Classical/Jazz/Blues/Folk,0,2,0,3,1,1,1,0,0,2,2,0,0,0,1,4,0
17578,Classical/Jazz/Blues/Folk,0,2,0,4,4,4,0,0,0,3,0,4,1,1,0,1,1
17579,Classical/Jazz/Blues/Folk,0,2,0,4,4,2,4,4,2,2,2,1,3,4,3,3,1
17580,Classical/Jazz/Blues/Folk,0,2,0,4,0,2,1,1,0,2,2,1,3,4,2,3,2
17581,Classical/Jazz/Blues/Folk,0,2,0,4,1,1,3,3,2,3,2,4,1,3,0,1,1
17582,Classical/Jazz/Blues/Folk,0,2,0,2,4,4,0,0,0,3,2,0,0,1,1,2,1
17583,Classical/Jazz/Blues/Folk,0,2,0,4,4,4,0,0,0,3,2,4,2,3,0,0,1
17584,Classical/Jazz/Blues/Folk,0,0,0,0,4,4,0,0,0,2,3,0,0,1,1,4,0
17585,Classical/Jazz/Blues/Folk,0,0,0,1,0,0,2,1,2,2,3,4,1,2,0,1,1
17586,Classical/Jazz/Blues/Folk,0,0,0,3,0,0,0,0,0,2,3,0,0,2,1,2,1
17587,Classical/Jazz/Blues/Folk,0,0,0,1,0,2,4,4,2,2,3,4,0,2,0,1,1
17588,Classical/Jazz/Blues/Folk,0,0,0,2,4,2,2,2,2,2,3,0,0,2,1,0,0
17589,Classical/Jazz/Blues/Folk,0,0,0,0,4,4,4,4,1,2,4,4,1,3,0,1,1
17590,Classical/Jazz/Blues/Folk,0,4,1,1,1,1,1,0,2,2,0,1,3,2,2,1,1
17591,Classical/Jazz/Blues/Folk,0,4,1,2,1,4,0,0,2,2,1,2,4,3,3,1,2
17592,Classical/Jazz/Blues/Folk,0,4,1,1,2,1,3,3,4,2,0,4,2,2,0,1,1
17593,Classical/Jazz/Blues/Folk,0,4,1,2,2,1,2,2,2,2,1,4,1,1,0,1,1
17594,Classical/Jazz/Blues/Folk,0,4,1,2,1,1,1,1,2,2,0,4,2,2,2,3,1
17595,Classical/Jazz/Blues/Folk,0,4,1,1,2,1,3,2,1,2,0,1,3,2,2,1,3
17596,Classical/Jazz/Blues/Folk,3,3,2,0,3,3,4,3,0,1,1,0,0,0,1,3,0
17597,Classical/Jazz/Blues/Folk,3,3,2,1,3,3,4,4,4,1,0,0,0,0,1,2,0
17598,Classical/Jazz/Blues/Folk,3,3,2,3,3,3,3,1,0,2,0,0,0,0,1,1,1
17599,Classical/Jazz/Blues/Folk,3,3,2,0,3,3,4,4,2,2,0,0,0,0,1,2,1
17600,Classical/Jazz/Blues/Folk,3,3,2,1,3,3,2,2,1,3,0,0,0,0,1,1,0
17601,Classical/Jazz/Blues/Folk,3,3,2,0,3,3,0,0,0,2,1,0,0,0,1,3,0
17602,Classical/Jazz/Blues/Folk,3,3,2,2,3,3,0,0,0,2,1,0,0,0,1,0,0
17603,Classical/Jazz/Blues/Folk,3,3,2,0,3,3,3,3,0,1,0,0,0,0,1,3,0
17604,Classical/Jazz/Blues/Folk,0,2,2,2,4,4,2,2,0,2,0,0,0,0,1,1,0
17605,Classical/Jazz/Blues/Folk,0,2,2,3,4,4,0,0,0,2,0,0,0,0,1,1,0
17606,Classical/Jazz/Blues/Folk,0,2,2,3,1,4,1,0,0,3,0,0,0,0,1,4,1
17607,Classical/Jazz/Blues/Folk,0,2,2,4,4,4,1,1,0,2,1,0,0,0,1,0,0
17608,Classical/Jazz/Blues/Folk,0,2,2,1,4,4,3,3,0,3,0,0,0,0,1,1,2
17609,Classical/Jazz/Blues/Folk,0,2,2,2,1,4,4,4,2,2,0,0,1,1,1,1,1
17610,Classical/Jazz/Blues/Folk,0,2,2,1,1,1,0,0,1,2,0,0,1,0,1,0,0
17611,Classical/Jazz/Blues/Folk,0,2,2,0,1,4,1,0,0,2,0,0,0,0,1,4,0
17612,Classical/Jazz/Blues/Folk,0,2,2,2,1,1,3,2,0,2,0,0,0,0,1,4,0
17613,Classical/Jazz/Blues/Folk,0,2,2,0,2,1,0,0,0,1,0,0,0,0,1,1,1
17614,Classical/Jazz/Blues/Folk,0,2,0,0,1,4,4,3,0,3,0,1,3,1,2,0,2
17615,Classical/Jazz/Blues/Folk,0,2,0,1,4,2,3,2,0,2,0,0,1,1,1,3,0
17616,Classical/Jazz/Blues/Folk,0,2,0,2,4,2,0,0,2,2,0,0,1,1,1,3,0
17617,Classical/Jazz/Blues/Folk,0,2,0,2,4,2,1,0,0,2,0,0,1,1,1,2,0
17618,Classical/Jazz/Blues/Folk,0,2,0,2,4,2,0,0,1,2,2,0,1,2,1,4,0
17619,Classical/Jazz/Blues/Folk,0,2,0,2,4,4,1,1,0,2,1,0,1,2,1,4,0
17620,Classical/Jazz/Blues/Folk,0,2,0,0,1,4,3,3,2,2,0,4,1,1,0,3,0
17621,Classical/Jazz/Blues/Folk,1,1,3,4,2,1,0,0,0,1,1,0,0,0,1,1,0
17622,Classical/Jazz/Blues/Folk,1,1,3,3,3,4,3,1,0,0,1,0,0,1,1,4,1
17623,Classical/Jazz/Blues/Folk,1,1,3,4,2,1,0,0,0,3,2,4,1,2,0,1,1
17624,Classical/Jazz/Blues/Folk,1,1,3,4,1,4,4,3,0,1,1,0,0,1,1,0,1
17625,Classical/Jazz/Blues/Folk,1,1,3,3,1,1,2,2,1,0,1,0,0,1,1,4,1
17626,Classical/Jazz/Blues/Folk,1,1,3,3,1,4,4,4,2,2,1,0,0,2,1,1,1
17627,Classical/Jazz/Blues/Folk,1,1,3,2,1,1,1,1,0,3,2,0,0,2,1,1,0
17628,Classical/Jazz/Blues/Folk,1,1,3,3,1,1,1,0,0,0,1,0,0,1,1,2,1
17629,Classical/Jazz/Blues/Folk,1,1,3,2,1,1,1,0,0,3,1,0,0,0,1,1,1
17630,Classical/Jazz/Blues/Folk,1,1,3,2,2,1,1,0,0,0,1,0,0,1,1,0,1
17631,Classical/Jazz/Blues/Folk,1,1,3,4,2,1,1,0,0,4,1,0,0,0,1,1,1
17632,Classical/Jazz/Blues/Folk,1,1,3,3,2,3,2,1,0,4,2,0,0,0,1,3,1
17633,Classical/Jazz/Blues/Folk,3,2,0,1,4,2,1,1,0,3,4,1,1,3,0,4,3
17634,Classical/Jazz/Blues/Folk,3,2,0,0,4,2,3,3,3,1,4,0,0,1,1,4,0
17635,Classical/Jazz/Blues/Folk,3,2,0,0,4,2,2,2,0,4,4,0,0,0,1,1,0
17636,Classical/Jazz/Blues/Folk,3,2,0,2,4,2,0,1,1,0,3,0,0,2,1,2,0
17637,Classical/Jazz/Blues/Folk,3,2,0,2,4,2,1,1,0,0,2,0,0,1,1,4,0
17638,Classical/Jazz/Blues/Folk,3,2,0,3,1,4,0,0,0,1,4,0,0,2,1,4,0
17639,Classical/Jazz/Blues/Folk,3,2,0,2,1,4,4,3,2,3,4,0,0,0,1,1,0
17640,Classical/Jazz/Blues/Folk,3,2,0,0,1,1,4,4,4,2,1,4,0,0,0,1,4
17641,Classical/Jazz/Blues/Folk,0,2,1,2,1,4,2,1,2,1,2,0,0,1,1,1,0
17642,Classical/Jazz/Blues/Folk,0,2,1,3,4,2,3,2,2,2,2,4,1,2,1,0,1
17643,Classical/Jazz/Blues/Folk,0,2,1,2,4,4,4,3,3,3,3,4,1,2,0,2,1
17644,Classical/Jazz/Blues/Folk,0,2,1,3,4,4,2,1,1,3,2,0,0,1,1,0,0
17645,Classical/Jazz/Blues/Folk,0,2,1,3,4,4,3,1,3,2,1,0,0,1,1,2,0
17646,Classical/Jazz/Blues/Folk,3,3,3,0,2,1,3,3,0,1,1,2,3,4,3,0,4
17647,Classical/Jazz/Blues/Folk,3,3,3,4,3,3,0,1,2,0,2,4,1,1,0,3,0
